esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
25692,0,500,1,6354,250.0,6272,252.0,0,49,6.56,33327.0,33311,33626,33347.5,33332,33646,6084,15000,4096,200920,110592
26708,0,500,1,6608,250.0,6528,252.0,0,51,6.56,33349.0,33311,33626,33369.0,33332,33646,6084,15000,4096,200920,110592
27724,0,500,1,6862,250.0,6784,252.0,0,53,6.57,33362.0,33311,33626,33382.0,33332,33646,6084,15000,4096,200920,110592
28740,0,500,1,7116,250.0,7040,252.0,0,55,6.56,33328.5,33311,33626,33348.5,33332,33646,6084,15000,4096,200920,110592
29756,0,500,1,7370,250.0,7296,252.0,0,57,6.56,33318.5,33311,33626,33339.0,33332,33646,6084,15000,4096,200920,110592
30772,0,500,1,7624,250.0,7552,252.0,0,59,6.58,33402.5,33311,33626,33422.5,33332,33646,6084,15000,4096,200920,110592
31788,0,500,1,7878,250.0,7808,252.0,0,61,6.56,33334.0,33311,33626,33354.0,33332,33646,6084,15000,4096,200920,110592
32804,0,500,1,8132,250.0,8064,252.0,0,63,6.56,33335.0,33311,33626,33355.0,33332,33646,6084,15000,4096,200920,110592
33820,0,500,1,8386,250.0,8320,252.0,0,65,6.58,33408.0,33311,33626,33428.5,33332,33646,6084,15000,4096,200920,110592
34836,0,500,1,8640,250.0,8576,252.0,0,67,6.56,33344.5,33311,33626,33364.5,33332,33646,6084,15000,4096,200920,110592
35852,0,500,1,8894,250.0,8832,252.0,0,69,6.56,33317.0,33311,33626,33337.0,33332,33646,6084,15000,4096,200920,110592
36868,0,500,1,9148,250.0,9088,252.0,0,71,6.57,33400.5,33311,33626,33420.5,33332,33646,6084,15000,4096,200920,110592
37884,0,500,1,9402,250.0,9344,252.0,0,73,6.56,33349.0,33311,33626,33369.0,33332,33646,6084,15000,4096,200920,110592
38900,0,500,1,9656,250.0,9600,252.0,0,75,6.56,33315.5,33311,33626,33335.5,33332,33646,6084,15000,4096,200920,110592
39916,0,500,1,9910,250.0,9856,252.0,0,77,6.58,33407.0,33311,33626,33427.0,33332,33646,6084,15000,4096,200920,110592
40932,0,500,1,10164,250.0,10112,252.0,0,79,6.57,33360.5,33311,33626,33380.5,33332,33646,6084,15000,4096,200920,110592
41948,0,500,1,10418,250.0,10368,252.0,0,81,6.57,33382.0,33311,33626,33402.0,33332,33646,6084,15000,4096,200920,110592
42964,0,500,1,10672,250.0,10624,252.0,0,83,6.56,33324.0,33311,33626,33344.0,33332,33646,6084,15000,4096,200920,110592
43980,0,500,1,10926,250.0,10880,252.0,0,85,6.56,33348.5,33311,33626,33368.5,33332,33646,6084,15000,4096,200920,110592
