esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
58296,500,0,500,2676,36.4,2175,36.4,11829,2175,97.58,26822.5,26320,26956,13498760.0,77816,13506755,6084,14312,4096,149340,110592
59313,500,0,500,2713,36.4,2212,36.4,12046,2212,97.62,26833.2,26320,26956,13528325.0,77816,13536136,6084,14312,4096,149340,110592
60330,500,0,500,2750,36.4,2249,36.4,12263,2249,97.66,26844.3,26320,26956,13557069.0,77816,13564548,6084,14312,4096,149340,110592
61347,500,0,500,2787,36.4,2286,36.4,12480,2286,97.63,26835.2,26320,26956,13585178.0,77816,13593276,6084,14312,4096,149340,110592
62364,500,0,500,2824,36.4,2323,36.4,12698,2323,97.64,26838.0,26320,26956,13612859.0,77816,13620215,6084,14312,4096,149340,110592
63381,500,0,500,2861,36.4,2360,36.4,12915,2360,97.66,26844.7,26320,26956,13640047.0,77816,13647381,6084,14312,4096,149340,110592
64398,500,0,500,2899,37.4,2398,37.4,13131,2398,100.29,26841.9,26320,26956,13647806.0,77816,13650597,6084,14312,4096,149340,110592
65415,500,0,500,2937,37.4,2436,37.4,13347,2436,100.29,26841.3,26320,26956,13650506.0,77816,13653114,6084,14312,4096,149340,110592
66432,500,0,500,2975,37.4,2474,37.4,13564,2474,100.29,26841.4,26320,26956,13652680.0,77816,13655157,6084,14312,4096,149340,110592
67449,500,0,500,3013,37.4,2512,37.4,13780,2512,100.29,26840.5,26320,26956,13653384.0,77816,13656260,6084,14312,4096,149340,110592
68466,500,0,500,3051,37.4,2550,37.4,13996,2550,100.28,26838.3,26320,26956,13646031.0,77816,13656260,6084,14312,4096,149340,110592
69483,500,0,500,3088,36.4,2587,36.4,14213,2587,97.64,26838.2,26320,26964,13628413.0,77816,13656260,6084,14312,4096,149340,110592
70500,500,0,500,3126,37.4,2625,37.4,14430,2625,100.29,26841.8,26320,26973,13604244.0,77816,13656260,6084,14312,4096,149340,110592
71517,500,0,500,3164,37.4,2663,37.4,14646,2663,100.29,26841.9,26320,26973,13579665.0,77816,13656260,6084,14312,4096,149340,110592
72534,500,0,500,3202,37.4,2701,37.4,14862,2701,100.29,26841.8,26320,26973,13555935.0,77816,13656260,6084,14312,4096,149340,110592
73551,500,0,500,3240,37.4,2739,37.4,15078,2739,100.30,26842.2,26320,26973,13531324.0,77816,13656260,6084,14312,4096,149340,110592
74568,500,0,500,3278,37.4,2777,37.4,15295,2777,100.29,26841.9,26320,26973,13507056.0,77816,13656260,6084,14312,4096,149340,110592
75585,500,0,500,3316,37.4,2815,37.4,15511,2815,100.30,26842.5,26320,26973,13482957.0,77816,13656260,6084,14312,4096,149340,110592
76602,500,0,500,3354,37.4,2853,37.4,15727,2853,100.29,26841.9,26320,26973,13458679.0,77816,13656260,6084,14312,4096,149340,110592
77619,500,0,500,3391,36.4,2890,36.4,15944,2890,97.65,26839.7,26320,26973,13449562.0,77816,13656260,6084,14312,4096,149340,110592
78636,500,0,500,3429,37.4,2928,37.4,16161,2928,100.32,26848.6,26320,26976,13451700.0,77816,13656260,6084,14312,4096,149340,110592
79653,500,0,500,3466,36.4,2965,36.4,16378,2965,97.67,26847.3,26320,26976,13473653.0,77816,13656260,6084,14312,4096,149340,110592
80670,500,0,500,3503,36.4,3002,36.4,16595,3002,97.67,26847.3,26320,26976,13496771.0,77816,13656260,5972,14312,4096,149340,110592
81687,500,0,500,3540,36.4,3039,36.4,16812,3039,97.66,26843.3,26320,26976,13520675.0,77816,13656260,5972,14312,4096,149340,110592
82704,500,0,500,3577,36.4,3076,36.4,17030,3076,97.45,26786.8,26320,26976,13541333.0,77816,13656260,5972,14312,4096,149340,110592
83721,500,0,500,3615,37.4,3114,37.4,17246,3114,100.04,26773.6,26320,26976,13540091.0,77816,13656260,5972,14312,4096,149340,110592
84738,500,0,500,3653,37.4,3152,37.4,17462,3152,99.85,26723.9,26320,26976,13536363.0,77816,13656260,5972,14312,4096,149340,110592
85755,499,1,500,3691,37.4,3191,38.3,17678,3191,102.46,26719.7,26320,26976,13531686.0,77816,13656260,5972,14312,4096,149340,110592
86772,500,0,500,3730,38.3,3229,37.4,17894,3229,99.85,26722.2,26320,26976,13527053.0,77816,13656260,5972,14312,4096,149340,110592
87789,500,0,500,3768,37.4,3267,37.4,18110,3267,99.90,26737.6,26320,26976,13522692.0,77816,13656260,5972,14312,4096,149340,110592
88806,500,0,500,3806,37.4,3305,37.4,18326,3305,100.06,26778.6,26320,26976,13519400.0,77816,13656260,5972,14312,4096,149340,110592
89823,500,0,500,3843,36.4,3342,36.4,18543,3342,97.61,26828.7,26320,26976,13518128.0,77816,13656260,5972,14312,4096,149340,110592
90840,500,0,500,3881,37.4,3380,37.4,18760,3380,100.20,26817.8,26320,26976,13517513.0,77816,13656260,5972,14312,4096,149340,110592
91857,500,0,500,3919,37.4,3418,37.4,18976,3418,100.27,26836.1,26320,26976,13516173.0,77816,13656260,5972,14312,4096,149340,110592
92874,500,0,500,3957,37.4,3456,37.4,19192,3456,100.30,26843.4,26320,26976,13498732.0,77816,13656260,5972,14312,4096,149340,110592
93891,500,0,500,3995,37.4,3494,37.4,19408,3494,100.30,26842.8,26320,26976,13474994.0,77816,13656260,5972,14312,4096,149340,110592
