esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
283,1,499,1,1,1.0,0,0.0,0,0,0.00,0.0,4294967295,0,0.0,4294967295,0,6148,15496,5472,201160,110592
1307,1,499,1,257,249.5,224,218.3,0,7,10.23,14987.1,14947,15156,15007.3,14967,15176,6148,15496,4096,200920,110592
2323,0,500,1,511,250.0,480,252.0,0,15,11.77,14951.0,14942,15156,14971.1,14962,15176,6148,15496,4096,200920,110592
3340,0,500,1,766,250.7,736,251.7,0,23,11.76,14954.6,14942,15156,14974.8,14962,15176,6148,15496,4096,200920,110592
4356,0,500,1,1020,250.0,992,252.0,0,31,11.77,14950.4,14942,15156,14970.8,14962,15176,6148,15496,4096,200824,110592
5372,0,500,1,1274,250.0,1248,252.0,0,39,11.77,14948.4,14942,15156,14968.8,14962,15176,6148,15496,4096,200824,110592
6388,0,500,1,1528,250.0,1504,252.0,0,47,11.81,15004.5,14942,15156,15024.9,14962,15176,6148,15496,4096,200824,110592
7404,0,500,1,1782,250.0,1760,252.0,0,55,11.81,15003.9,14942,15156,15024.4,14962,15176,6148,15496,4096,200824,110592
8420,0,500,1,2036,250.0,2016,252.0,0,63,11.79,14969.6,14942,15156,14990.1,14962,15176,6148,15496,4096,200824,110592
9436,0,500,1,2290,250.0,2272,252.0,0,71,11.79,14975.1,14942,15156,14995.5,14962,15176,6148,15496,4096,200824,110592
10452,0,500,1,2544,250.0,2528,252.0,0,79,11.81,14998.9,14942,15156,15019.2,14962,15176,6148,15496,4096,200824,110592
11468,0,500,1,2798,250.0,2784,252.0,0,87,11.77,14954.2,14942,15156,14974.8,14962,15176,6148,15496,4096,200824,110592
12484,0,500,1,3052,250.0,3040,252.0,0,95,11.83,15025.1,14942,15156,15045.5,14962,15176,6148,15496,4096,200824,110592
13500,0,500,1,3306,250.0,3296,252.0,0,103,11.82,15013.1,14942,15156,15033.5,14962,15176,6148,15496,4096,200824,110592
14516,0,500,1,3560,250.0,3552,252.0,0,111,11.83,15022.4,14942,15156,15042.8,14962,15176,6148,15496,4096,200824,110592
15532,0,500,1,3814,250.0,3808,252.0,0,119,11.79,14970.1,14942,15156,14990.2,14962,15176,6148,15496,4096,200824,110592
16548,0,500,1,4068,250.0,4064,252.0,0,127,11.82,15010.8,14942,15156,15030.9,14962,15176,6148,15496,4096,200824,110592
17564,2,498,2,4322,250.0,4288,220.5,0,134,10.35,15029.0,14942,15156,15049.1,14962,15176,6148,15496,4096,200824,110592
18580,0,500,2,4576,250.0,4544,252.0,0,142,11.82,15011.2,14942,15156,15031.4,14962,15176,6148,15496,4096,200824,110592
19596,0,500,2,4830,250.0,4800,252.0,0,150,11.81,14999.9,14942,15156,15020.0,14962,15176,6148,15496,4096,200824,110592
20612,0,500,2,5084,250.0,5056,252.0,0,158,11.79,14971.9,14942,15156,14992.1,14962,15176,6148,15496,4096,200824,110592
21628,0,500,2,5338,250.0,5312,252.0,0,166,11.77,14948.9,14942,15156,14969.0,14962,15176,6148,15496,4096,200824,110592
22644,0,500,2,5592,250.0,5568,252.0,0,174,11.77,14949.5,14942,15156,14969.6,14962,15176,6084,15496,4096,200824,110592
23660,0,500,2,5846,250.0,5824,252.0,0,182,11.78,14955.0,14942,15156,14975.2,14962,15176,6084,15496,4096,200824,110592
24676,0,500,2,6100,250.0,6080,252.0,0,190,11.78,14965.6,14942,15156,14985.8,14962,15176,6084,15496,4096,200824,110592
25692,0,500,2,6354,250.0,6336,252.0,0,198,11.77,14949.5,14942,15156,14969.6,14962,15176,6084,15496,4096,200824,110592
26708,0,500,2,6608,250.0,6592,252.0,0,206,11.79,14977.8,14942,15156,14997.9,14962,15176,6084,15496,4096,200824,110592
27724,0,500,2,6862,250.0,6848,252.0,0,214,11.79,14978.8,14942,15156,14998.9,14962,15176,6084,15496,4096,200824,110592
28740,0,500,2,7116,250.0,7104,252.0,0,222,11.78,14958.0,14942,15156,14978.2,14962,15176,6084,15496,4096,200824,110592
29756,0,500,2,7370,250.0,7360,252.0,0,230,11.78,14954.8,14942,15156,14974.9,14962,15176,6084,15496,4096,200824,110592
30772,0,500,2,7624,250.0,7616,252.0,0,238,11.83,15028.2,14942,15156,15048.5,14962,15176,6084,15496,4096,200824,110592
31788,0,500,2,7878,250.0,7872,252.0,0,246,11.78,14963.5,14942,15156,14983.6,14962,15176,6084,15496,4096,200824,110592
32804,0,500,2,8132,250.0,8128,252.0,0,254,11.78,14965.8,14942,15156,14986.0,14962,15176,6084,15496,4096,200824,110592
33820,2,498,2,8386,250.0,8352,220.5,0,261,10.36,15034.3,14942,15156,15054.3,14962,15176,6084,15496,4096,200824,110592
34836,0,500,2,8640,250.0,8608,252.0,0,269,11.79,14979.5,14942,15156,14999.6,14962,15176,6084,15496,4096,200824,110592
35852,0,500,2,8894,250.0,8864,252.0,0,277,11.78,14957.2,14942,15156,14977.4,14962,15176,6084,15496,4096,200824,110592
36868,0,500,2,9148,250.0,9120,252.0,0,285,11.84,15035.9,14942,15156,15056.1,14962,15176,6084,15496,4096,200824,110592
37884,0,500,2,9402,250.0,9376,252.0,0,293,11.80,14984.8,14942,15156,15005.0,14962,15176,6084,15496,4096,200824,110592
38900,0,500,2,9656,250.0,9632,252.0,0,301,11.77,14949.5,14942,15156,14969.8,14962,15176,6084,15496,4096,200824,110592
39916,0,500,2,9910,250.0,9888,252.0,0,309,11.84,15032.9,14942,15156,15053.1,14962,15176,6084,15496,4096,200824,110592
40932,0,500,2,10164,250.0,10144,252.0,0,317,11.81,14992.4,14942,15156,15012.6,14962,15176,6084,15496,4096,200824,110592
41949,0,500,2,10418,249.8,10400,251.7,0,325,11.80,15005.2,14942,15156,15025.5,14962,15176,6084,15496,4096,200824,110592
42965,0,500,2,10672,250.0,10656,252.0,0,333,11.79,14967.6,14942,15156,14987.9,14962,15176,6084,15496,4096,200824,110592
43981,0,500,2,10926,250.0,10912,252.0,0,341,11.79,14978.4,14942,15156,14998.6,14962,15176,6084,15496,4096,200824,110592
