esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
281,1,499,1,1,1.0,0,0.0,0,0,0.00,0.0,4294967295,0,0.0,4294967295,0,6148,15688,5472,201160,110592
1307,137,363,137,257,249.5,119,116.0,0,119,97.49,8405.4,8399,8585,288863.7,26700,549161,6148,15656,4096,200920,110592
2323,270,230,270,511,250.0,240,119.1,0,240,100.09,8404.3,8399,8585,818391.6,26700,1083081,6148,15656,4096,200920,110592
3341,404,96,404,766,250.5,361,118.9,0,361,99.90,8404.8,8399,8585,1352320.2,26700,1617031,6148,15656,4096,200920,110592
4357,500,0,500,983,213.6,482,119.1,37,482,100.09,8404.6,8399,8585,1886263.6,26700,2150963,6148,15656,4096,200824,110592
5374,499,1,500,1103,118.0,603,119.0,171,603,100.00,8404.6,8399,8585,2420193.8,26700,2684905,6148,15656,4096,200824,110592
6391,499,1,500,1224,119.0,724,119.0,304,724,100.00,8404.7,8399,8585,2954151.5,26700,3218850,6148,15656,4096,200824,110592
7408,500,0,500,1345,119.0,844,118.0,438,844,99.17,8404.7,8399,8585,3485890.5,26700,3748386,6148,15656,4096,200824,110592
8425,500,0,500,1466,119.0,965,119.0,571,965,100.02,8406.6,8399,8585,4012840.8,26700,4214742,6148,15656,4096,200824,110592
9442,500,0,500,1587,119.0,1086,119.0,704,1086,100.17,8419.3,8399,8585,4213748.5,26700,4216535,6148,15656,4096,200824,110592
10459,500,0,500,1707,118.0,1206,118.0,838,1206,99.68,8448.1,8399,8585,4217081.0,26700,4221182,6148,15656,4096,200824,110592
11476,500,0,500,1827,118.0,1326,118.0,973,1326,100.20,8492.0,8399,8585,4225166.5,26700,4232040,6148,15656,4096,200824,110592
12493,500,0,500,1946,117.0,1445,117.0,1108,1445,99.40,8495.0,8399,8585,4235935.0,26700,4242408,6148,15656,4096,200824,110592
13510,500,0,500,2066,118.0,1565,118.0,1242,1565,100.22,8493.3,8399,8585,4245985.5,26700,4252100,6148,15656,4096,200824,110592
14527,500,0,500,2186,118.0,1685,118.0,1376,1685,99.87,8464.1,8399,8585,4252649.5,26700,4255448,6148,15656,4096,200824,110592
15544,500,0,500,2307,119.0,1806,119.0,1510,1806,100.04,8408.1,8399,8585,4249014.5,26700,4255448,6148,15656,4096,200824,110592
16561,500,0,500,2428,119.0,1927,119.0,1643,1927,99.98,8403.6,8399,8585,4238119.0,26700,4255448,6148,15656,4096,200824,110592
17578,500,0,500,2549,119.0,2048,119.0,1776,2048,99.98,8403.6,8399,8585,4226948.0,26700,4255448,6148,15656,4096,200824,110592
18595,499,1,500,2669,118.0,2169,119.0,1910,2169,100.07,8410.9,8399,8585,4217136.0,26700,4255448,6148,15656,4096,200824,110592
19612,500,0,500,2790,119.0,2289,118.0,2044,2289,99.67,8447.1,8399,8585,4215450.0,26700,4255448,6148,15656,4096,200824,110592
20629,500,0,500,2910,118.0,2409,118.0,2178,2409,100.08,8482.0,8399,8585,4223205.0,26700,4255448,6148,15656,4096,200824,110592
21646,500,0,500,3030,118.0,2529,118.0,2312,2529,99.37,8421.9,8399,8585,4229502.5,26700,4255448,6148,15656,4096,200824,110592
22663,500,0,500,3151,119.0,2650,119.0,2445,2650,99.98,8403.6,8399,8585,4229827.0,26700,4255448,6084,15656,4096,200824,110592
23680,500,0,500,3272,119.0,2771,119.0,2579,2771,100.32,8431.9,8399,8585,4228933.5,26700,4255448,6084,15656,4096,200824,110592
24697,499,1,500,3392,118.0,2892,119.0,2713,2892,100.01,8405.9,8399,8585,4224115.5,26700,4255448,6084,15656,4096,200824,110592
25714,500,0,500,3513,119.0,3012,118.0,2846,3012,99.16,8403.5,8399,8585,4216879.0,26700,4255448,6084,15656,4096,200824,110592
26731,500,0,500,3634,119.0,3133,119.0,2979,3133,99.98,8403.6,8399,8585,4215909.5,26700,4255448,6084,15656,4096,200824,110592
27748,500,0,500,3755,119.0,3254,119.0,3113,3254,99.98,8403.4,8399,8585,4215201.0,26700,4255448,6084,15656,4096,200824,110592
28765,500,0,500,3876,119.0,3375,119.0,3246,3375,99.98,8403.6,8399,8585,4212292.0,26700,4255448,6084,15656,4096,200824,110592
29782,500,0,500,3997,119.0,3496,119.0,3379,3496,99.98,8403.5,8399,8585,4212227.5,26700,4255448,6084,15656,4096,200824,110592
30799,500,0,500,4118,119.0,3617,119.0,3512,3617,99.98,8403.6,8399,8585,4212197.0,26700,4255448,6084,15656,4096,200824,110592
31816,500,0,500,4239,119.0,3738,119.0,3646,3738,100.04,8408.1,8399,8585,4212327.0,26700,4255448,6084,15656,4096,200824,110592
32833,500,0,500,4360,119.0,3859,119.0,3779,3859,100.03,8407.2,8399,8585,4213151.5,26700,4255448,6084,15656,4096,200824,110592
33850,499,1,500,4480,118.0,3980,119.0,3913,3980,99.98,8403.4,8399,8585,4213162.0,26700,4255448,6084,15656,4096,200824,110592
34867,500,0,500,4601,119.0,4100,118.0,4046,4100,99.16,8403.9,8399,8585,4213275.0,26700,4255448,6084,15656,4096,200824,110592
35884,500,0,500,4722,119.0,4221,119.0,4180,4221,100.29,8429.4,8399,8585,4214518.0,26700,4255448,6084,15656,4096,200824,110592
36901,500,0,500,4842,118.0,4341,118.0,4314,4341,99.67,8447.2,8399,8585,4218139.5,26700,4255448,6084,15656,4096,200824,110592
37918,499,1,500,4962,118.0,4462,119.0,4448,4462,100.47,8444.8,8399,8585,4223213.0,26700,4255448,6084,15656,4096,200824,110592
38935,500,0,500,5083,119.0,4582,118.0,4581,4582,99.35,8420.3,8399,8585,4227112.5,26700,4255448,6084,15656,4096,200824,110592
39952,500,0,500,5204,119.0,4703,119.0,4715,4703,99.98,8403.7,8399,8585,4226803.0,26700,4255448,6084,15656,4096,200824,110592
40969,500,0,500,5325,119.0,4824,119.0,4848,4824,99.98,8403.6,8399,8585,4222712.0,26700,4255448,6084,15656,4096,200824,110592
41986,500,0,500,5446,119.0,4945,119.0,4981,4945,99.99,8404.4,8399,8585,4217309.5,26700,4255448,6084,15656,4096,200824,110592
43003,499,1,500,5566,118.0,5066,119.0,5115,5066,99.98,8403.7,8399,8585,4213181.0,26700,4255448,6084,15656,4096,200824,110592
44020,500,0,500,5688,120.0,5187,119.0,5248,5187,99.98,8403.7,8399,8585,4212377.0,26700,4255448,6084,15656,4096,200824,110592
