esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
281,1,499,1,1,1.0,0,0.0,0,0,0.00,0.0,4294967295,0,0.0,4294967295,0,6148,15384,5472,149896,110592
1307,1,499,1,257,249.5,224,218.3,0,7,32.47,47588.9,47484,47943,47609.4,47505,47964,6148,15384,4096,149656,110592
2323,0,500,1,511,250.0,480,252.0,0,15,37.40,47496.0,47473,47943,47516.5,47494,47964,6148,15384,4096,149656,110592
3340,0,500,1,766,250.7,736,251.7,0,23,37.36,47491.5,47473,47943,47512.0,47494,47964,6148,15384,4096,149656,110592
4356,0,500,1,1020,250.0,992,252.0,0,31,37.40,47493.0,47473,47943,47513.8,47494,47964,6148,15384,4096,149656,110592
5372,0,500,1,1274,250.0,1248,252.0,0,39,37.42,47527.6,47473,47943,47548.4,47494,47964,6148,15384,4096,149560,110592
6388,0,500,1,1528,250.0,1504,252.0,0,47,37.43,47540.2,47473,47943,47561.0,47494,47964,6148,15384,4096,149560,110592
7404,0,500,1,1782,250.0,1760,252.0,0,55,37.43,47533.0,47473,47943,47553.9,47494,47964,6148,15384,4096,149560,110592
8420,0,500,1,2036,250.0,2016,252.0,0,63,37.53,47669.4,47473,47943,47690.1,47494,47964,6148,15384,4096,149560,110592
9436,0,500,1,2290,250.0,2272,252.0,0,71,37.59,47740.4,47473,47943,47761.1,47494,47964,6148,15384,4096,149560,110592
10452,0,500,1,2544,250.0,2528,252.0,0,79,37.63,47785.2,47473,47943,47806.0,47494,47964,6148,15384,4096,149560,110592
11468,0,500,1,2798,250.0,2784,252.0,0,87,37.72,47903.4,47473,47944,47924.2,47494,47965,6148,15384,4096,149560,110592
12484,9,492,9,3052,250.0,3040,252.0,0,95,37.78,47979.2,47473,47990,48000.0,47494,48011,6148,15384,4096,149560,110592
13500,10,490,10,3306,250.0,3264,220.5,0,102,33.04,47951.7,47473,47990,47972.6,47494,48011,6148,15384,4096,149560,110592
14517,8,492,10,3560,249.8,3520,251.7,0,110,37.71,47934.5,47473,47990,47955.2,47494,48011,6148,15384,4096,149560,110592
15533,6,494,10,3814,250.0,3776,252.0,0,118,37.76,47960.6,47473,47990,47981.1,47494,48011,6148,15384,4096,149560,110592
16549,4,496,10,4068,250.0,4032,252.0,0,126,37.77,47965.5,47473,47990,47986.0,47494,48011,6148,15384,4096,149560,110592
17565,2,498,10,4322,250.0,4288,252.0,0,134,37.75,47947.8,47473,48012,47968.2,47494,48033,6148,15384,4096,149560,110592
18581,0,500,10,4576,250.0,4544,252.0,0,142,37.79,47994.6,47473,48072,48015.1,47494,48093,6148,15384,4096,149560,110592
19597,0,500,10,4830,250.0,4800,252.0,0,150,37.78,47985.8,47473,48078,48006.2,47494,48099,6148,15384,4096,149560,110592
20613,0,500,10,5084,250.0,5056,252.0,0,158,37.69,47862.2,47473,48078,47882.6,47494,48099,6148,15384,4096,149560,110592
21629,0,500,10,5338,250.0,5312,252.0,0,166,37.61,47770.0,47473,48078,47790.4,47494,48099,6148,15384,4096,149560,110592
22645,0,500,10,5592,250.0,5568,252.0,0,174,37.63,47787.0,47473,48078,47807.5,47494,48099,6084,15384,4096,149560,110592
23661,0,500,10,5846,250.0,5824,252.0,0,182,37.59,47742.4,47473,48078,47762.9,47494,48099,6084,15384,4096,149560,110592
24677,0,500,10,6100,250.0,6080,252.0,0,190,37.60,47754.5,47473,48078,47775.0,47494,48099,6084,15384,4096,149560,110592
25693,0,500,10,6354,250.0,6336,252.0,0,198,37.68,47856.5,47473,48078,47877.0,47494,48099,6084,15384,4096,149560,110592
26709,0,500,10,6608,250.0,6592,252.0,0,206,37.76,47949.4,47473,48078,47969.9,47494,48099,6084,15384,4096,149560,110592
27725,0,500,10,6862,250.0,6848,252.0,0,214,37.73,47918.4,47473,48078,47938.9,47494,48099,6084,15384,4096,149560,110592
28741,0,500,10,7116,250.0,7104,252.0,0,222,37.70,47880.0,47473,48078,47900.5,47494,48099,6084,15384,4096,149560,110592
29757,10,490,10,7370,250.0,7328,220.5,0,229,33.02,47925.6,47473,48078,47946.1,47494,48099,6084,15384,4096,149560,110592
30773,8,492,10,7624,250.0,7584,252.0,0,237,37.77,47973.8,47473,48078,47994.2,47494,48099,6084,15384,4096,149560,110592
31789,6,494,10,7878,250.0,7840,252.0,0,245,37.71,47895.1,47473,48078,47915.6,47494,48099,6084,15384,4096,149560,110592
32805,4,496,10,8132,250.0,8096,252.0,0,253,37.74,47934.0,47473,48078,47954.5,47494,48099,6084,15384,4096,149560,110592
33821,2,498,10,8386,250.0,8352,252.0,0,261,37.69,47870.8,47473,48078,47891.2,47494,48099,6084,15384,4096,149560,110592
34837,0,500,10,8640,250.0,8608,252.0,0,269,37.71,47895.9,47473,48078,47916.4,47494,48099,6084,15384,4096,149560,110592
35853,0,500,10,8894,250.0,8864,252.0,0,277,37.75,47944.0,47473,48078,47964.5,47494,48099,6084,15384,4096,149560,110592
36869,0,500,10,9148,250.0,9120,252.0,0,285,37.79,47992.2,47473,48078,48013.0,47494,48099,6084,15384,4096,149560,110592
37885,0,500,10,9402,250.0,9376,252.0,0,293,37.75,47943.5,47473,48078,47964.2,47494,48099,6084,15384,4096,149560,110592
38901,0,500,10,9656,250.0,9632,252.0,0,301,37.74,47928.8,47473,48078,47949.5,47494,48099,6084,15384,4096,149560,110592
39917,0,500,10,9910,250.0,9888,252.0,0,309,37.78,47984.0,47473,48078,48004.9,47494,48099,6084,15384,4096,149560,110592
40933,0,500,10,10164,250.0,10144,252.0,0,317,37.74,47925.2,47473,48078,47946.0,47494,48099,6084,15384,4096,149560,110592
41950,0,500,10,10418,249.8,10400,251.7,0,325,37.69,47918.6,47473,48078,47939.5,47494,48099,6084,15384,4096,149560,110592
42967,0,500,10,10672,249.8,10656,251.7,0,333,37.70,47927.0,47473,48078,47947.8,47494,48099,6084,15384,4096,149560,110592
43984,0,500,10,10927,250.7,10912,251.7,0,341,37.60,47800.6,47473,48078,47821.5,47494,48099,6084,15384,4096,149560,110592
45001,0,500,10,11181,249.8,11168,251.7,0,349,37.62,47825.8,47473,48078,47846.5,47494,48099,6084,15384,4096,149560,110592
46018,11,489,11,11435,249.8,11392,220.3,0,356,32.85,47721.0,47473,48078,47741.9,47494,48099,6084,15384,4096,149560,110592
47035,9,491,11,11689,249.8,11648,251.7,0,364,37.51,47689.0,47473,48078,47709.8,47494,48099,6084,15384,4096,149560,110592
48053,8,492,11,11944,250.5,11904,251.5,0,372,37.50,47713.1,47473,48078,47734.0,47494,48099,6084,15384,4096,149560,110592
49070,6,494,11,12198,249.8,12160,251.7,0,380,37.55,47737.2,47473,48078,47757.8,47494,48099,6084,15384,4096,149560,110592
50087,4,496,11,12452,249.8,12416,251.7,0,388,37.62,47820.4,47473,48078,47840.9,47494,48099,6084,15384,4096,149560,110592
51104,3,497,11,12707,250.7,12672,251.7,0,396,37.59,47785.2,47473,48078,47805.8,47494,48099,6084,15384,4096,149560,110592
52121,1,499,11,12961,249.8,12928,251.7,0,404,37.71,47934.4,47473,48078,47954.9,47494,48099,6084,15384,4096,149560,110592
53138,0,500,11,13215,249.8,13184,251.7,0,412,37.59,47784.8,47473,48078,47805.2,47494,48099,6084,15384,4096,149560,110592
54155,0,500,11,13469,249.8,13440,251.7,0,420,37.64,47847.9,47473,48078,47868.2,47494,48099,6084,15384,4096,149560,110592
55172,0,500,11,13724,250.7,13696,251.7,0,428,37.67,47883.6,47473,48078,47904.0,47494,48099,6084,15384,4096,149560,110592
56189,0,500,11,13978,249.8,13952,251.7,0,436,37.70,47925.5,47473,48078,47945.9,47494,48099,6084,15384,4096,149560,110592
57206,0,500,11,14232,249.8,14208,251.7,0,444,37.72,47955.9,47473,48078,47976.4,47494,48099,6084,15384,4096,149560,110592
58223,0,500,11,14486,249.8,14464,251.7,0,452,37.64,47856.0,47473,48078,47876.5,47494,48099,6084,15384,4096,149560,110592
59240,0,500,11,14741,250.7,14720,251.7,0,460,37.59,47790.6,47473,48078,47811.1,47494,48099,6084,15384,4096,149560,110592
60257,0,500,11,14995,249.8,14976,251.7,0,468,37.53,47708.0,47473,48078,47728.5,47494,48099,6084,15384,4096,149560,110592
61274,0,500,11,15249,249.8,15232,251.7,0,476,37.54,47716.4,47473,48078,47736.9,47494,48099,6084,15384,4096,149560,110592
62291,0,500,11,15503,249.8,15488,251.7,0,484,37.58,47768.5,47473,48078,47789.0,47494,48099,6084,15384,4096,149560,110592
63308,0,500,11,15758,250.7,15744,251.7,0,492,37.45,47606.0,47473,48078,47626.5,47494,48099,6084,15384,4096,149560,110592
64325,0,500,11,16012,249.8,16000,251.7,0,500,37.43,47577.1,47473,48078,47597.6,47494,48099,6084,15384,4096,149560,110592
65342,10,490,11,16266,249.8,16224,220.3,0,507,32.69,47490.6,47469,48078,47511.1,47489,48099,6084,15384,4096,149560,110592
66359,8,492,11,16520,249.8,16480,251.7,0,515,37.35,47475.8,47469,48078,47496.2,47489,48099,6084,15384,4096,149560,110592
67376,7,493,11,16775,250.7,16736,251.7,0,523,37.35,47476.0,47469,48078,47496.5,47489,48099,6084,15384,4096,149560,110592
68393,5,495,11,17029,249.8,16992,251.7,0,531,37.37,47504.8,47469,48078,47525.2,47489,48099,6084,15384,4096,149560,110592
69410,3,497,11,17283,249.8,17248,251.7,0,539,37.46,47626.2,47469,48078,47646.8,47489,48099,6084,15384,4096,149560,110592
70427,1,499,11,17537,249.8,17504,251.7,0,547,37.52,47702.1,47469,48078,47722.6,47489,48099,6084,15384,4096,149560,110592
71444,0,500,11,17792,250.7,17760,251.7,0,555,37.55,47730.8,47469,48078,47751.2,47489,48099,6084,15384,4096,149560,110592
72461,0,500,11,18046,249.8,18016,251.7,0,563,37.62,47820.8,47469,48078,47841.2,47489,48099,6084,15384,4096,149560,110592
73478,0,500,11,18300,249.8,18272,251.7,0,571,37.66,47877.4,47469,48078,47898.1,47489,48099,6084,15384,4096,149560,110592
74495,0,500,11,18554,249.8,18528,251.7,0,579,37.60,47801.6,47469,48078,47822.4,47489,48099,6084,15384,4096,149560,110592
75512,0,500,11,18809,250.7,18784,251.7,0,587,37.59,47786.5,47469,48078,47807.2,47489,48099,6084,15384,4096,149560,110592
76529,0,500,11,19063,249.8,19040,251.7,0,595,37.54,47726.0,47469,48078,47746.9,47489,48099,6084,15384,4096,149560,110592
77546,0,500,11,19317,249.8,19296,251.7,0,603,37.49,47659.1,47469,48078,47680.0,47489,48099,6084,15384,4096,149560,110592
78563,0,500,11,19571,249.8,19552,251.7,0,611,37.59,47783.0,47469,48078,47803.8,47489,48099,6084,15384,4096,149560,110592
79580,0,500,11,19826,250.7,19808,251.7,0,619,37.69,47907.4,47469,48078,47928.1,47489,48099,6084,15384,4096,149560,110592
80597,0,500,11,20080,249.8,20064,251.7,0,627,37.68,47901.5,47469,48078,47922.2,47489,48099,6084,15384,4096,149560,110592
81614,0,500,11,20334,249.8,20320,251.7,0,635,37.71,47942.5,47469,48078,47963.2,47489,48099,6084,15384,4096,149560,110592
82631,0,500,11,20588,249.8,20576,251.7,0,643,37.73,47960.9,47469,48078,47981.8,47489,48099,6084,15384,4096,149560,110592
83648,11,489,11,20843,250.7,20800,220.3,0,650,33.02,47978.3,47469,48078,47999.0,47489,48099,6084,15384,4096,149560,110592
84665,9,491,11,21097,249.8,21056,251.7,0,658,37.73,47966.1,47469,48078,47986.9,47489,48099,6084,15384,4096,149560,110592
85682,7,493,11,21351,249.8,21312,251.7,0,666,37.71,47934.6,47469,48078,47955.1,47489,48099,6084,15384,4096,149560,110592
86699,5,495,11,21605,249.8,21568,251.7,0,674,37.58,47777.1,47469,48078,47797.6,47489,48099,6084,15384,4096,149560,110592
87716,4,496,11,21860,250.7,21824,251.7,0,682,37.54,47726.8,47469,48078,47747.2,47489,48099,6084,15384,4096,149560,110592
88733,2,498,11,22114,249.8,22080,251.7,0,690,37.51,47690.0,47469,48078,47710.5,47489,48099,6084,15384,4096,149560,110592
89750,0,500,11,22368,249.8,22336,251.7,0,698,37.60,47801.1,47469,48078,47821.6,47489,48099,6084,15384,4096,149560,110592
90767,0,500,11,22622,249.8,22592,251.7,0,706,37.57,47765.0,47469,48078,47785.5,47489,48099,6084,15384,4096,149560,110592
91784,0,500,11,22877,250.7,22848,251.7,0,714,37.64,47848.2,47469,48078,47868.6,47489,48099,6084,15384,4096,149560,110592
92801,0,500,11,23131,249.8,23104,251.7,0,722,37.70,47925.5,47469,48078,47945.9,47489,48099,6084,15384,4096,149560,110592
93818,0,500,11,23385,249.8,23360,251.7,0,730,37.73,47968.6,47469,48078,47989.1,47489,48099,6084,15384,4096,149560,110592
