esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
281,1,499,1,1,1.0,0,0.0,0,0,0.00,0.0,4294967295,0,0.0,4294967295,0,6148,15112,5472,149896,110592
1307,1,499,1,257,249.5,128,124.8,0,1,10.91,111987.0,111987,111987,112007.0,112007,112007,6148,15112,4096,149656,110592
2323,0,500,1,511,250.0,384,252.0,0,3,21.90,111236.0,111120,111987,111256.5,111140,112007,6148,15112,4096,149656,110592
3340,0,500,1,766,250.7,640,251.7,0,5,21.86,111147.5,111120,111987,111167.5,111140,112007,6148,15112,4096,149656,110592
4356,0,500,1,1020,250.0,896,252.0,0,7,21.87,111104.5,111101,111987,111124.5,111121,112007,6148,15112,4096,149656,110592
5373,0,500,1,1274,249.8,1152,251.7,0,9,21.85,111129.5,111101,111987,111150.0,111121,112007,6148,15112,4096,149656,110592
6390,0,500,1,1528,249.8,1408,251.7,0,11,21.86,111154.0,111101,111987,111174.0,111121,112007,6148,15112,4096,149656,110592
7407,0,500,1,1782,249.8,1664,251.7,0,13,21.86,111145.5,111101,111987,111165.5,111121,112007,6148,15112,4096,149656,110592
8424,0,500,1,2037,250.7,1920,251.7,0,15,21.88,111262.0,111101,111987,111282.0,111121,112007,6148,15112,4096,149656,110592
9441,0,500,1,2291,249.8,2176,251.7,0,17,21.90,111343.5,111101,111987,111363.5,111121,112007,6148,15112,4096,149656,110592
10458,0,500,1,2545,249.8,2432,251.7,0,19,21.90,111372.5,111101,111987,111392.5,111121,112007,6148,15112,4096,149656,110592
11475,0,500,1,2799,249.8,2688,251.7,0,21,21.93,111497.5,111101,111987,111517.5,111121,112007,6148,15112,4096,149656,110592
12492,0,500,1,3054,250.7,2944,251.7,0,23,21.94,111583.0,111101,111987,111603.0,111121,112007,6148,15112,4096,149656,110592
13509,0,500,1,3308,249.8,3200,251.7,0,25,21.94,111563.0,111101,111987,111583.0,111121,112007,6148,15112,4096,149656,110592
14526,0,500,1,3562,249.8,3456,251.7,0,27,21.93,111536.0,111101,111987,111556.0,111121,112007,6148,15112,4096,149656,110592
15543,0,500,1,3816,249.8,3712,251.7,0,29,21.94,111575.0,111101,111987,111595.0,111121,112007,6148,15112,4096,149656,110592
16560,0,500,1,4071,250.7,3968,251.7,0,31,21.94,111573.5,111101,111987,111593.5,111121,112007,6148,15112,4096,149656,110592
17577,0,500,1,4325,249.8,4224,251.7,0,33,21.94,111561.0,111101,111987,111581.0,111121,112007,6148,15112,4096,149656,110592
18594,0,500,1,4579,249.8,4480,251.7,0,35,21.95,111597.5,111101,111987,111617.5,111121,112007,6148,15112,4096,149656,110592
19611,0,500,1,4833,249.8,4736,251.7,0,37,21.94,111585.0,111101,111987,111605.0,111121,112007,6148,15112,4096,149656,110592
20628,0,500,1,5088,250.7,4992,251.7,0,39,21.92,111484.5,111101,111987,111505.0,111121,112007,6148,15112,4096,149656,110592
21645,0,500,1,5342,249.8,5248,251.7,0,41,21.90,111384.0,111101,111987,111404.0,111121,112007,6148,15112,4096,149656,110592
22662,0,500,1,5596,249.8,5504,251.7,0,43,21.91,111406.5,111101,111987,111426.5,111121,112007,6084,15112,4096,149656,110592
23679,0,500,1,5850,249.8,5760,251.7,0,45,21.90,111363.5,111101,111987,111383.5,111121,112007,6084,15112,4096,149656,110592
24696,0,500,1,6105,250.7,6016,251.7,0,47,21.90,111360.0,111101,111987,111380.0,111121,112007,6084,15112,4096,149656,110592
25713,0,500,1,6359,249.8,6272,251.7,0,49,21.92,111464.5,111101,111987,111485.0,111121,112007,6084,15112,4096,149656,110592
26730,0,500,1,6613,249.8,6528,251.7,0,51,21.94,111556.5,111101,111987,111576.5,111121,112007,6084,15112,4096,149656,110592
27747,0,500,1,6867,249.8,6784,251.7,0,53,21.93,111520.5,111101,111987,111540.5,111121,112007,6084,15112,4096,149656,110592
28764,0,500,1,7122,250.7,7040,251.7,0,55,21.93,111493.0,111101,111987,111513.0,111121,112007,6084,15112,4096,149656,110592
29781,0,500,1,7376,249.8,7296,251.7,0,57,21.93,111538.0,111101,111987,111558.5,111121,112007,6084,15112,4096,149656,110592
30798,0,500,1,7630,249.8,7552,251.7,0,59,21.94,111586.0,111101,111987,111606.0,111121,112007,6084,15112,4096,149656,110592
31815,0,500,1,7884,249.8,7808,251.7,0,61,21.93,111501.5,111101,111987,111521.5,111121,112007,6084,15112,4096,149656,110592
32832,0,500,1,8139,250.7,8064,251.7,0,63,21.94,111548.0,111101,111987,111568.0,111121,112007,6084,15112,4096,149656,110592
33849,0,500,1,8393,249.8,8320,251.7,0,65,21.92,111470.0,111101,111987,111490.5,111121,112007,6084,15112,4096,149656,110592
34866,0,500,1,8647,249.8,8576,251.7,0,67,21.93,111502.5,111101,111987,111522.5,111121,112007,6084,15112,4096,149656,110592
35883,0,500,1,8901,249.8,8832,251.7,0,69,21.94,111553.5,111101,111987,111573.5,111121,112007,6084,15112,4096,149656,110592
36900,0,500,1,9156,250.7,9088,251.7,0,71,21.95,111598.5,111101,111987,111618.5,111121,112007,6084,15112,4096,149656,110592
37917,0,500,1,9410,249.8,9344,251.7,0,73,21.94,111544.5,111101,111987,111564.5,111121,112007,6084,15112,4096,149656,110592
38934,0,500,1,9664,249.8,9600,251.7,0,75,21.94,111543.0,111101,111987,111563.0,111121,112007,6084,15112,4096,149656,110592
39951,0,500,1,9918,249.8,9856,251.7,0,77,21.95,111593.0,111101,111987,111613.0,111121,112007,6084,15112,4096,149656,110592
40968,0,500,1,10173,250.7,10112,251.7,0,79,21.93,111532.0,111101,111987,111552.0,111121,112007,6084,15112,4096,149656,110592
41985,0,500,1,10427,249.8,10368,251.7,0,81,21.93,111535.5,111101,111987,111555.5,111121,112007,6084,15112,4096,149656,110592
43002,0,500,1,10681,249.8,10624,251.7,0,83,21.93,111531.0,111101,111987,111551.0,111121,112007,6084,15112,4096,149656,110592
44019,0,500,1,10935,249.8,10880,251.7,0,85,21.91,111399.5,111101,111987,111419.5,111121,112007,6084,15112,4096,149656,110592
45036,0,500,1,11190,250.7,11136,251.7,0,87,21.92,111440.0,111101,111987,111460.0,111121,112007,6084,15112,4096,149656,110592
46053,0,500,1,11444,249.8,11392,251.7,0,89,21.89,111309.0,111101,111987,111329.0,111121,112007,6084,15112,4096,149656,110592
47070,0,500,1,11698,249.8,11648,251.7,0,91,21.89,111309.0,111101,111987,111329.0,111121,112007,6084,15112,4096,149656,110592
48087,0,500,1,11952,249.8,11904,251.7,0,93,21.90,111342.0,111101,111987,111362.0,111121,112007,6084,15112,4096,149656,110592
49104,0,500,1,12207,250.7,12160,251.7,0,95,21.90,111374.0,111101,111987,111394.0,111121,112007,6084,15112,4096,149656,110592
50121,0,500,1,12461,249.8,12416,251.7,0,97,21.91,111415.5,111101,111987,111436.0,111121,112007,6084,15112,4096,149656,110592
51138,0,500,1,12715,249.8,12672,251.7,0,99,21.91,111427.0,111101,111987,111447.0,111121,112007,6084,15112,4096,149656,110592
52155,0,500,1,12969,249.8,12928,251.7,0,101,21.93,111514.5,111101,111987,111534.5,111121,112007,6084,15112,4096,149656,110592
53173,0,500,1,13224,250.5,13184,251.5,0,103,21.88,111379.5,111101,111987,111399.5,111121,112007,6084,15112,4096,149656,110592
54190,0,500,1,13478,249.8,13440,251.7,0,105,21.92,111484.5,111101,111987,111504.5,111121,112007,6084,15112,4096,149656,110592
55207,0,500,1,13732,249.8,13696,251.7,0,107,21.93,111501.5,111101,111987,111521.5,111121,112007,6084,15112,4096,149656,110592
56224,0,500,1,13987,250.7,13952,251.7,0,109,21.94,111549.5,111101,111987,111570.0,111121,112007,6084,15112,4096,149656,110592
57241,0,500,1,14241,249.8,14208,251.7,0,111,21.94,111542.0,111101,111987,111562.5,111121,112007,6084,15112,4096,149656,110592
58258,0,500,1,14495,249.8,14464,251.7,0,113,21.92,111462.0,111101,111987,111482.5,111121,112007,6084,15112,4096,149656,110592
59275,0,500,1,14749,249.8,14720,251.7,0,115,21.91,111433.5,111101,111987,111454.0,111121,112007,6084,15112,4096,149656,110592
60292,0,500,1,15004,250.7,14976,251.7,0,117,21.88,111270.0,111101,111987,111290.5,111121,112007,6084,15112,4096,149656,110592
61309,26,474,26,15258,249.8,15104,125.9,0,118,10.95,111314.0,111101,111987,111335.0,111121,112007,6084,15112,4096,149656,110592
62326,24,476,26,15512,249.8,15360,251.7,0,120,21.91,111408.5,111101,111987,111429.0,111121,112007,6084,15112,4096,149656,110592
63343,22,478,26,15766,249.8,15616,251.7,0,122,21.89,111301.0,111101,111987,111321.5,111121,112007,6084,15112,4096,149656,110592
64360,21,479,26,16021,250.7,15872,251.7,0,124,21.87,111209.5,111101,111987,111230.0,111121,112007,6084,15112,4096,149656,110592
65377,19,481,26,16275,249.8,16128,251.7,0,126,21.85,111114.0,111088,111987,111135.0,111109,112007,6084,15112,4096,149656,110592
66394,17,483,26,16529,249.8,16384,251.7,0,128,21.85,111088.5,111087,111987,111108.5,111107,112007,6084,15112,4096,149656,110592
67411,15,485,26,16783,249.8,16640,251.7,0,130,21.85,111090.0,111085,111987,111110.5,111106,112007,6084,15112,4096,149656,110592
68428,14,486,26,17038,250.7,16896,251.7,0,132,21.85,111103.0,111085,111987,111123.5,111106,112007,6084,15112,4096,149656,110592
69445,12,488,26,17292,249.8,17152,251.7,0,134,21.87,111217.5,111085,111987,111237.5,111106,112007,6084,15112,4096,149656,110592
70462,10,490,26,17546,249.8,17408,251.7,0,136,21.89,111318.5,111085,111987,111338.5,111106,112007,6084,15112,4096,149656,110592
71479,8,492,26,17800,249.8,17664,251.7,0,138,21.89,111332.0,111085,111987,111352.0,111106,112007,6084,15112,4096,149656,110592
72496,7,493,26,18055,250.7,17920,251.7,0,140,21.91,111432.0,111085,111987,111452.0,111106,112007,6084,15112,4096,149656,110592
73513,5,495,26,18309,249.8,18176,251.7,0,142,21.93,111524.5,111085,111987,111544.5,111106,112007,6084,15112,4096,149656,110592
74530,3,497,26,18563,249.8,18432,251.7,0,144,21.92,111457.0,111085,111987,111477.0,111106,112007,6084,15112,4096,149656,110592
75547,1,499,26,18817,249.8,18688,251.7,0,146,21.91,111400.5,111085,111987,111420.5,111106,112007,6084,15112,4096,149656,110592
76564,0,500,26,19072,250.7,18944,251.7,0,148,21.91,111389.5,111085,111987,111409.5,111106,112007,6084,15112,4096,149656,110592
77581,0,500,26,19326,249.8,19200,251.7,0,150,21.89,111285.5,111085,111987,111306.0,111106,112007,6084,15112,4096,149656,110592
78598,0,500,26,19580,249.8,19456,251.7,0,152,21.90,111370.5,111085,111987,111390.5,111106,112007,6084,15112,4096,149656,110592
79615,0,500,26,19834,249.8,19712,251.7,0,154,21.93,111513.5,111085,111987,111534.0,111106,112007,6084,15112,4096,149656,110592
80632,0,500,26,20089,250.7,19968,251.7,0,156,21.93,111521.5,111085,111987,111542.0,111106,112007,6084,15112,4096,149656,110592
81649,0,500,26,20343,249.8,20224,251.7,0,158,21.94,111541.0,111085,111987,111561.0,111106,112007,6084,15112,4096,149656,110592
82666,0,500,26,20597,249.8,20480,251.7,0,160,21.94,111577.5,111085,111987,111598.0,111106,112007,6084,15112,4096,149656,110592
83683,0,500,26,20851,249.8,20736,251.7,0,162,21.95,111598.0,111085,111987,111618.0,111106,112007,6084,15112,4096,149656,110592
84700,0,500,26,21106,250.7,20992,251.7,0,164,21.94,111574.5,111085,111987,111595.0,111106,112007,6084,15112,4096,149656,110592
85717,0,500,26,21360,249.8,21248,251.7,0,166,21.94,111569.5,111085,111987,111589.5,111106,112007,6084,15112,4096,149656,110592
86734,0,500,26,21614,249.8,21504,251.7,0,168,21.91,111389.5,111085,111987,111410.0,111106,112007,6084,15112,4096,149656,110592
87751,0,500,26,21868,249.8,21760,251.7,0,170,21.89,111332.5,111085,111987,111352.5,111106,112007,6084,15112,4096,149656,110592
88768,0,500,26,22123,250.7,22016,251.7,0,172,21.88,111279.0,111085,111987,111299.5,111106,112007,6084,15112,4096,149656,110592
89785,0,500,26,22377,249.8,22272,251.7,0,174,21.91,111411.0,111085,111987,111431.0,111106,112007,6084,15112,4096,149656,110592
90802,0,500,26,22631,249.8,22528,251.7,0,176,21.90,111369.0,111085,111987,111390.0,111106,112007,6084,15112,4096,149656,110592
91819,0,500,26,22885,249.8,22784,251.7,0,178,21.92,111447.0,111085,111987,111468.0,111106,112007,6084,15112,4096,149656,110592
92836,0,500,26,23140,250.7,23040,251.7,0,180,21.93,111532.5,111085,111987,111553.0,111106,112007,6084,15112,4096,149656,110592
93853,0,500,26,23394,249.8,23296,251.7,0,182,21.94,111579.0,111085,111987,111599.5,111106,112007,6084,15112,4096,149656,110592
