esp_uptime_ms,q_used,q_free,q_peak,produced_count,produced_hz,processed_count,processed_hz,dropped,batches,proc_est_pct,batch_us_avg,batch_us_min,batch_us_max,e2e_us_avg,e2e_us_min,e2e_us_max,stack_acq_b,stack_proc_b,stack_mon_b,heap8_free_b,heap8_largest_b
283,1,499,1,1,1.0,0,0.0,0,0,0.00,0.0,4294967295,0,0.0,4294967295,0,6148,15448,5472,62856,34816
1307,1,499,1,257,249.5,192,187.1,0,3,43.57,149003.3,148561,149779,149023.3,148581,149799,6148,15000,4096,62616,34816
2323,0,500,1,511,250.0,448,252.0,0,7,58.46,148487.0,148363,149779,148507.0,148383,149799,6148,15000,4096,62616,34816
3340,0,500,1,766,250.7,704,251.7,0,11,58.36,148389.0,148344,149779,148409.0,148364,149799,6148,15000,4096,62616,34816
4356,0,500,1,1020,250.0,960,252.0,0,15,58.41,148356.8,148343,149779,148377.2,148364,149799,6148,15000,4096,62616,34816
5373,0,500,1,1274,249.8,1216,251.7,0,19,58.37,148411.0,148343,149779,148431.8,148364,149799,6148,15000,4096,62520,34816
6389,0,500,1,1528,250.0,1472,252.0,0,23,58.43,148422.2,148343,149779,148442.8,148364,149799,6148,15000,4096,62520,34816
7405,0,500,1,1782,250.0,1728,252.0,0,27,58.41,148351.2,148338,149779,148372.0,148361,149799,6148,15000,4096,62520,34816
8421,0,500,1,2036,250.0,1984,252.0,0,31,58.43,148412.2,148338,149779,148432.8,148361,149799,6148,15000,4096,62520,34816
9437,0,500,1,2290,250.0,2240,252.0,0,35,58.46,148479.0,148338,149779,148499.8,148361,149799,6148,15000,4096,62520,34816
10453,0,500,1,2544,250.0,2496,252.0,0,39,58.49,148572.8,148338,149779,148593.2,148361,149799,6148,15000,4096,62520,34816
11470,0,500,1,2798,249.8,2752,251.7,0,43,58.49,148704.5,148338,149779,148725.2,148361,149799,6148,15000,4096,62520,34816
12487,0,500,1,3052,249.8,3008,251.7,0,47,58.53,148816.8,148338,149779,148837.2,148361,149799,6148,15000,4096,62520,34816
13504,0,500,1,3307,250.7,3264,251.7,0,51,58.59,148953.8,148338,149779,148974.5,148361,149799,6148,15000,4096,62520,34816
14521,0,500,1,3561,249.8,3520,251.7,0,55,58.64,149090.2,148338,149779,149110.8,148361,149799,6148,15000,4096,62520,34816
15538,0,500,1,3815,249.8,3776,251.7,0,59,58.69,149220.2,148338,149779,149240.2,148361,149799,6148,15000,4096,62520,34816
16555,0,500,1,4069,249.8,4032,251.7,0,63,58.73,149325.8,148338,149779,149345.8,148361,149799,6148,15000,4096,62520,34816
17572,36,464,36,4324,250.7,4224,188.8,0,66,44.07,149386.7,148338,149779,149406.7,148361,149799,6148,15000,4096,62520,34816
18589,34,466,36,4578,249.8,4480,251.7,0,70,58.77,149423.2,148338,149779,149443.2,148361,149799,6148,15000,4096,62520,34816
19606,32,468,36,4832,249.8,4736,251.7,0,74,58.77,149413.8,148338,149779,149433.8,148361,149799,6148,15000,4096,62520,34816
20623,30,470,36,5086,249.8,4992,251.7,0,78,58.73,149326.5,148338,149779,149346.5,148361,149799,6148,15000,4096,62520,34816
21640,29,471,36,5341,250.7,5248,251.7,0,82,58.76,149392.5,148338,149779,149412.5,148361,149799,6148,15000,4096,62520,34816
22657,27,473,36,5595,249.8,5504,251.7,0,86,58.82,149537.5,148338,149779,149557.5,148361,149799,6084,15000,4096,62520,34816
23674,25,475,36,5849,249.8,5760,251.7,0,90,58.81,149537.0,148338,149779,149557.0,148361,149799,6084,15000,4096,62520,34816
24691,23,477,36,6103,249.8,6016,251.7,0,94,58.78,149439.5,148338,149779,149459.5,148361,149799,6084,15000,4096,62520,34816
25708,22,478,36,6358,250.7,6272,251.7,0,98,58.80,149510.5,148338,149779,149530.5,148361,149799,6084,15000,4096,62520,34816
26725,20,480,36,6612,249.8,6528,251.7,0,102,58.81,149524.2,148338,149779,149544.2,148361,149799,6084,15000,4096,62520,34816
27742,18,482,36,6866,249.8,6784,251.7,0,106,58.78,149449.8,148338,149779,149469.8,148361,149799,6084,15000,4096,62520,34816
28759,16,484,36,7120,249.8,7040,251.7,0,110,58.79,149477.2,148338,149779,149497.5,148361,149799,6084,15000,4096,62520,34816
29776,15,485,36,7375,250.7,7296,251.7,0,114,58.78,149441.0,148338,149779,149461.0,148361,149799,6084,15000,4096,62520,34816
30793,13,487,36,7629,249.8,7552,251.7,0,118,58.77,149417.2,148338,149779,149437.2,148361,149799,6084,15000,4096,62520,34816
31810,11,489,36,7883,249.8,7808,251.7,0,122,58.74,149357.8,148338,149779,149377.8,148361,149799,6084,15000,4096,62520,34816
32827,9,491,36,8137,249.8,8064,251.7,0,126,58.72,149304.5,148338,149779,149324.8,148361,149799,6084,15000,4096,62520,34816
33844,8,492,36,8392,250.7,8320,251.7,0,130,58.74,149352.5,148338,149779,149372.5,148361,149799,6084,15000,4096,62520,34816
34861,6,494,36,8646,249.8,8576,251.7,0,134,58.75,149365.5,148338,149779,149385.5,148361,149799,6084,15000,4096,62520,34816
35878,4,496,36,8900,249.8,8832,251.7,0,138,58.78,149457.8,148338,149779,149477.8,148361,149799,6084,15000,4096,62520,34816
36895,2,498,36,9154,249.8,9088,251.7,0,142,58.81,149537.0,148338,149779,149557.0,148361,149799,6084,15000,4096,62520,34816
37912,1,499,36,9409,250.7,9344,251.7,0,146,58.81,149532.2,148338,149779,149552.2,148361,149799,6084,15000,4096,62520,34816
38929,0,500,36,9663,249.8,9600,251.7,0,150,58.79,149485.2,148338,149779,149505.2,148361,149799,6084,15000,4096,62520,34816
39946,0,500,36,9917,249.8,9856,251.7,0,154,58.81,149529.8,148338,149779,149550.5,148361,149799,6084,15000,4096,62520,34816
40963,0,500,36,10171,249.8,10112,251.7,0,158,58.82,149543.2,148338,149779,149563.8,148361,149799,6084,15000,4096,62520,34816
41980,0,500,36,10426,250.7,10368,251.7,0,162,58.80,149487.0,148338,149779,149507.5,148361,149799,6084,15000,4096,62520,34816
42997,0,500,36,10680,249.8,10624,251.7,0,166,58.81,149530.8,148338,149779,149551.2,148361,149799,6084,15000,4096,62520,34816
44014,0,500,36,10934,249.8,10880,251.7,0,170,58.81,149519.0,148338,149779,149539.5,148361,149799,6084,15000,4096,62520,34816
45031,0,500,36,11188,249.8,11136,251.7,0,174,58.80,149496.5,148338,149779,149517.0,148361,149799,6084,15000,4096,62520,34816
46048,0,500,36,11443,250.7,11392,251.7,0,178,58.81,149516.0,148338,149779,149536.5,148361,149799,6084,15000,4096,62520,34816
47065,0,500,36,11697,249.8,11648,251.7,0,182,58.82,149545.5,148338,149779,149566.0,148361,149799,6084,15000,4096,62520,34816
48082,0,500,36,11951,249.8,11904,251.7,0,186,58.78,149437.2,148338,149779,149457.8,148361,149799,6084,15000,4096,62520,34816
49099,0,500,36,12205,249.8,12160,251.7,0,190,58.77,149419.5,148338,149779,149440.0,148361,149799,6084,15000,4096,62520,34816
50116,0,500,36,12460,250.7,12416,251.7,0,194,58.80,149497.5,148338,149779,149518.0,148361,149799,6084,15000,4096,62520,34816
51133,0,500,36,12714,249.8,12672,251.7,0,198,58.78,149458.8,148338,149779,149479.2,148361,149799,6084,15000,4096,62520,34816
52150,0,500,36,12968,249.8,12928,251.7,0,202,58.77,149422.5,148338,149779,149443.0,148361,149799,6084,15000,4096,62520,34816
53167,0,500,36,13222,249.8,13184,251.7,0,206,58.76,149401.8,148338,149779,149421.8,148361,149799,6084,15000,4096,62520,34816
54184,37,463,37,13477,250.7,13376,188.8,0,209,44.02,149242.0,148338,149779,149262.0,148361,149799,6084,15000,4096,62520,34816
55201,35,465,37,13731,249.8,13632,251.7,0,213,58.67,149177.0,148338,149779,149197.0,148361,149799,6084,15000,4096,62520,34816
56218,33,467,37,13985,249.8,13888,251.7,0,217,58.58,148932.2,148338,149779,148952.2,148361,149799,6084,15000,4096,62520,34816
57235,31,469,37,14239,249.8,14144,251.7,0,221,58.53,148819.2,148338,149779,148839.5,148361,149799,6084,15000,4096,62520,34816
58252,30,470,37,14494,250.7,14400,251.7,0,225,58.51,148766.2,148338,149779,148786.2,148361,149799,6084,15000,4096,62520,34816
59269,28,472,37,14748,249.8,14656,251.7,0,229,58.54,148847.2,148338,149779,148867.2,148361,149799,6084,15000,4096,62520,34816
60286,26,474,37,15002,249.8,14912,251.7,0,233,58.48,148678.2,148338,149779,148698.2,148361,149799,6084,15000,4096,62520,34816
61303,24,476,37,15256,249.8,15168,251.7,0,237,58.46,148623.2,148338,149779,148643.5,148361,149799,6084,15000,4096,62520,34816
62320,23,477,37,15511,250.7,15424,251.7,0,241,58.43,148570.8,148338,149779,148590.8,148361,149799,6084,15000,4096,62520,34816
63337,21,479,37,15765,249.8,15680,251.7,0,245,58.46,148635.0,148338,149779,148655.0,148361,149799,6084,15000,4096,62520,34816
64354,19,481,37,16019,249.8,15936,251.7,0,249,58.49,148718.2,148338,149779,148738.2,148361,149799,6084,15000,4096,62520,34816
65371,17,483,37,16273,249.8,16192,251.7,0,253,58.52,148785.2,148338,149779,148805.5,148361,149799,6084,15000,4096,62520,34816
66388,16,484,37,16528,250.7,16448,251.7,0,257,58.58,148951.8,148338,149779,148971.8,148361,149799,6084,15000,4096,62520,34816
67405,14,486,37,16782,249.8,16704,251.7,0,261,58.51,148755.5,148338,149779,148775.5,148361,149799,6084,15000,4096,62520,34816
68422,12,488,37,17036,249.8,16960,251.7,0,265,58.37,148401.5,148338,149779,148421.5,148359,149799,6084,15000,4096,62520,34816
69439,10,490,37,17290,249.8,17216,251.7,0,269,58.38,148428.8,148338,149779,148448.8,148359,149799,6084,15000,4096,62520,34816
70456,9,491,37,17545,250.7,17472,251.7,0,273,58.45,148612.8,148338,149779,148632.8,148359,149799,6084,15000,4096,62520,34816
71473,7,493,37,17799,249.8,17728,251.7,0,277,58.64,149086.8,148338,149779,149106.8,148359,149799,6084,15000,4096,62520,34816
72490,5,495,37,18053,249.8,17984,251.7,0,281,58.80,149501.2,148338,149779,149521.2,148359,149799,6084,15000,4096,62520,34816
73507,3,497,37,18307,249.8,18240,251.7,0,285,58.77,149428.8,148338,149779,149448.8,148359,149799,6084,15000,4096,62520,34816
74524,2,498,37,18562,250.7,18496,251.7,0,289,58.78,149450.5,148338,149779,149470.5,148359,149799,6084,15000,4096,62520,34816
75541,0,500,37,18816,249.8,18752,251.7,0,293,58.76,149407.5,148338,149779,149427.5,148359,149799,6084,15000,4096,62520,34816
76558,0,500,37,19070,249.8,19008,251.7,0,297,58.71,149278.2,148338,149779,149298.2,148359,149799,6084,15000,4096,62520,34816
77575,0,500,37,19324,249.8,19264,251.7,0,301,58.67,149161.2,148338,149779,149182.0,148359,149799,6084,15000,4096,62520,34816
78592,0,500,37,19579,250.7,19520,251.7,0,305,58.70,149238.5,148338,149779,149259.0,148359,149799,6084,15000,4096,62520,34816
